weight,fighter1,fighter2,method,round_end,time,date,event
"Lightweight
","Joe Lauzon
","Gabe Ruediger
","Submission (armbar)
","1
","2:01
","Aug 28, 2010",UFC 118
"Lightweight
","Nik Lentz
","Andre Winner
","Decision (unanimous) (30–27, 29–28, 30–27)
","3
","5:00
","Aug 28, 2010",UFC 118
"Middleweight
","Dan Miller
","John Salter
","Submission (anaconda choke)
","2
","1:53
","Aug 28, 2010",UFC 118
"Welterweight
","Greg Soto
","Nick Osipczak
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Aug 28, 2010",UFC 118
"Welterweight
","Mike Pierce
","Amilcar Alves
","Submission (cross-body armbar)
","3
","3:11
","Aug 28, 2010",UFC 118
"Middleweight
","Anderson Silva (c)
","Chael Sonnen
","Submission (triangle armbar)
","5
","3:10
","Aug 7, 2010",UFC 117
"Catchweight (171.5 lbs)
","Jon Fitch
","Thiago Alves
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Aug 7, 2010",UFC 117
"Lightweight
","Clay Guida
","Rafael dos Anjos
","Submission (jaw injury)
","3
","1:51
","Aug 7, 2010",UFC 117
"Welterweight
","Matt Hughes
","Ricardo Almeida
","Technical Submission (Dave Schultz front headlock)
","1
","3:15
","Aug 7, 2010",UFC 117
"Heavyweight
","Junior dos Santos
","Roy Nelson
","Decision (unanimous) (30–26, 30–27, 30–27)
","3
","5:00
","Aug 7, 2010",UFC 117
"Welterweight
","Rick Story
","Dustin Hazelett
","TKO (punches)
","2
","1:15
","Aug 7, 2010",UFC 117
"Light Heavyweight
","Phil Davis
","Rodney Wallace
","Decision (unanimous) (30–26, 30–27, 30–27)
","3
","5:00
","Aug 7, 2010",UFC 117
"Welterweight
","Johny Hendricks
","Charlie Brenneman
","TKO (punches)
","2
","0:40
","Aug 7, 2010",UFC 117
"Light Heavyweight
","Tim Boetsch
","Todd Brown
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Aug 7, 2010",UFC 117
"Heavyweight
","Stefan Struve
","Christian Morecraft
","KO (punches)
","2
","0:22
","Aug 7, 2010",UFC 117
"Welterweight
","Dennis Hallman
","Ben Saunders
","Decision (unanimous) (29–28, 30–27, 29–28)
","3
","5:00
","Aug 7, 2010",UFC 117
"Light Heavyweight
","Jon Jones
","Vladimir Matyushenko
","TKO (elbows)
","1
","1:52
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Middleweight
","Yushin Okami
","Mark Muñoz
","Decision (split) (29–28, 28–29, 29–28)
","3
","5:00
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Welterweight
","Jake Ellenberger
","John Howard
","TKO (doctor stoppage)
","3
","2:21
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Lightweight
","Takanori Gomi
","Tyson Griffin
","KO (punch)
","1
","1:04
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Lightweight
","Jacob Volkmann
","Paul Kelly
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Catchweight (172 lbs)
","Matthew Riddle
","DaMarques Johnson
","TKO (punches)
","2
","4:29
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Light Heavyweight
","Igor Pokrajac
","James Irvin
","Submission (rear-naked choke)
","1
","2:29
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Middleweight
","Brian Stann
","Mike Massenzio
","Submission (triangle choke)
","3
","3:10
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Lightweight
","Charles Oliveira
","Darren Elkins
","Submission (armbar)
","1
","0:41
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Middleweight
","Rob Kimmons
","Steve Steinbeiss
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Aug 1, 2010",UFC Live: Jones vs. Matyushenko
"Heavyweight
","Brock Lesnar (c)
","Shane Carwin (ic)
","Submission (arm-triangle choke)
","2
","2:19
","Jul 3, 2010",UFC 116
"Middleweight
","Chris Leben
","Yoshihiro Akiyama
","Submission (triangle choke)
","3
","4:40
","Jul 3, 2010",UFC 116
"Welterweight
","Chris Lytle
","Matt Brown
","Submission (armbar)
","2
","2:02
","Jul 3, 2010",UFC 116
"Light Heavyweight
","Stephan Bonnar
","Krzysztof Soszynski
","TKO (knee and punches)
","2
","3:08
","Jul 3, 2010",UFC 116
"Lightweight
","George Sotiropoulos
","Kurt Pellegrino
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","Jul 3, 2010",UFC 116
"Heavyweight
","Brendan Schaub
","Chris Tuchscherer
","TKO (punches)
","1
","1:07
","Jul 3, 2010",UFC 116
"Light Heavyweight
","Ricardo Romero
","Seth Petruzelli
","Submission (armbar)
","2
","3:05
","Jul 3, 2010",UFC 116
"Middleweight
","Kendall Grove
","Goran Reljic
","Decision (split) (28–29, 30–27, 29–28)
","3
","5:00
","Jul 3, 2010",UFC 116
"Middleweight
","Gerald Harris
","David Branch
","KO (slam)
","3
","2:35
","Jul 3, 2010",UFC 116
"Welterweight
","Daniel Roberts
","Forrest Petz
","Decision (split) (28–29, 29–28, 29–28)
","3
","5:00
","Jul 3, 2010",UFC 116
"Heavyweight
","Jon Madsen
","Karlos Vemola
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jul 3, 2010",UFC 116
"Middleweight
","Court McGee
","Kris McCray
","Submission (rear-naked choke)
","2
","3:41
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Light Heavyweight
","Matt Hamill
","Keith Jardine
","Decision (majority) (29–27, 29–27, 28–28)
","3
","5:00
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Middleweight
","Chris Leben
","Aaron Simpson
","TKO (punches)
","2
","4:17
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Lightweight
","Dennis Siver
","Spencer Fisher
","Decision (unanimous) (30–27, 29–28, 29–28)
","3
","5:00
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Middleweight
","Rich Attonito
","Jamie Yager
","TKO (punches)
","2
","4:25
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Lightweight
","John Gunderson
","Mark Holst
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Middleweight
","Brad Tavares
","Seth Baczynski
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Middleweight
","Kyle Noke
","Josh Bryant
","TKO (punches)
","2
","3:12
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Middleweight
","Chris Camozzi
","James Hammortree
","Decision (unanimous) (29–28, 30–27, 30–27)
","3
","5:00
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Heavyweight
","Travis Browne
","James McSweeney
","TKO (punches)
","1
","4:32
","Jun 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
"Light Heavyweight
","Rich Franklin
","Chuck Liddell
","KO (punches)
","1
","4:55
","Jun 12, 2010",UFC 115
"Heavyweight
","Mirko Cro Cop
","Pat Barry
","Submission (rear-naked choke)
","3
","4:30
","Jun 12, 2010",UFC 115
"Welterweight
","Martin Kampmann
","Paulo Thiago
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jun 12, 2010",UFC 115
"Heavyweight
","Ben Rothwell
","Gilbert Yvel
","Decision (unanimous) (30–27, 29–28, 29–28)
","3
","5:00
","Jun 12, 2010",UFC 115
"Welterweight
","Carlos Condit
","Rory MacDonald
","TKO (punches)
","3
","4:53
","Jun 12, 2010",UFC 115
"Lightweight
","Evan Dunham
","Tyson Griffin
","Decision (split) (30–27, 28–29, 29–28)
","3
","5:00
","Jun 12, 2010",UFC 115
"Lightweight
","Matt Wiman
","Mac Danzig
","Technical Submission (guillotine choke)
","1
","1:45
","Jun 12, 2010",UFC 115
"Middleweight
","Mario Miranda
","David Loiseau
","TKO (punches)
","2
","4:07
","Jun 12, 2010",UFC 115
"Welterweight
","James Wilks
","Peter Sobotta
","Decision (unanimous) (30–27, 30–28, 30–27)
","3
","5:00
","Jun 12, 2010",UFC 115
"Welterweight
","Claude Patrick
","Ricardo Funch
","Submission (guillotine choke)
","2
","1:48
","Jun 12, 2010",UFC 115
"Welterweight
","Mike Pyle
","Jesse Lennox
","Submission (triangle choke)
","3
","4:44
","Jun 12, 2010",UFC 115
"Light Heavyweight
","Rashad Evans
","Quinton Jackson
","Decision (unanimous) (30–27, 29–28, 30–27)
","3
","5:00
","May 29, 2010",UFC 114
"Middleweight
","Michael Bisping
","Dan Miller
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","May 29, 2010",UFC 114
"Heavyweight
","Mike Russow
","Todd Duffee
","KO (punch)
","3
","2:35
","May 29, 2010",UFC 114
"Light Heavyweight
","Antônio Rogério Nogueira
","Jason Brilz
","Decision (split) (28–29, 29–28, 29–28)
","3
","5:00
","May 29, 2010",UFC 114
"Welterweight
","John Hathaway
","Diego Sanchez
","Decision (unanimous) (30–27, 30–27, 30–26)
","3
","5:00
","May 29, 2010",UFC 114
"Welterweight
","Dong Hyun Kim
","Amir Sadollah
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","May 29, 2010",UFC 114
"Lightweight
","Efrain Escudero
","Dan Lauzon
","Decision (unanimous) (29–27, 29–27, 29–27)
","3
","5:00
","May 29, 2010",UFC 114
"Lightweight
","Melvin Guillard
","Waylon Lowe
","TKO (knee to the body)
","1
","3:28
","May 29, 2010",UFC 114
"Light Heavyweight
","Cyrille Diabaté
","Luiz Cane
","TKO (punches)
","1
","2:13
","May 29, 2010",UFC 114
"Lightweight
","Aaron Riley
","Joe Brammer
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","May 29, 2010",UFC 114
"Middleweight
","Ryan Jensen
","Jesse Forbes
","Submission (guillotine choke)
","1
","1:06
","May 29, 2010",UFC 114
"Light Heavyweight
","Maurício Rua
","Lyoto Machida (c)
","KO (punches)
","1
","3:35
","May 8, 2010",UFC 113
"Welterweight
","Josh Koscheck
","Paul Daley
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","May 8, 2010",UFC 113
"Lightweight
","Jeremy Stephens
","Sam Stout
","Decision (split) (30–27, 29–28, 28–29)
","3
","5:00
","May 8, 2010",UFC 113
"Heavyweight
","Matt Mitrione
","Kimbo Slice
","TKO (punches)
","2
","4:24
","May 8, 2010",UFC 113
"Middleweight
","Alan Belcher
","Patrick Côté
","Submission (rear-naked choke)
","2
","3:25
","May 8, 2010",UFC 113
"Middleweight
","Joe Doerksen
","Tom Lawlor
","Submission (rear-naked choke)
","2
","2:10
","May 8, 2010",UFC 113
"Welterweight
","Marcus Davis
","Jonathan Goulet
","TKO (punches)
","2
","1:23
","May 8, 2010",UFC 113
"Welterweight
","Johny Hendricks
","TJ Grant
","Decision (majority) (29–27, 29–27, 28–28)
","3
","5:00
","May 8, 2010",UFC 113
"Heavyweight
","Joey Beltran
","Tim Hague
","Decision (unanimous) (30–27, 30–26, 29–28)
","3
","5:00
","May 8, 2010",UFC 113
"Welterweight
","Mike Guymon
","Yoshiyuki Yoshida
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","May 8, 2010",UFC 113
"Middleweight
","John Salter
","Jason MacDonald
","TKO (ankle injury)
","1
","2:42
","May 8, 2010",UFC 113
"Middleweight
","Anderson Silva (c)
","Demian Maia
","Decision (unanimous) (50–45, 50–45, 49–46)
","5
","5:00
","Apr 10, 2010",UFC 112
"Lightweight
","Frankie Edgar
","B.J. Penn (c)
","Decision (unanimous) (50–45, 48–47, 49–46)
","5
","5:00
","Apr 10, 2010",UFC 112
"Welterweight
","Matt Hughes
","Renzo Gracie
","TKO (leg kicks and punches)
","3
","4:40
","Apr 10, 2010",UFC 112
"Lightweight
","Rafael dos Anjos
","Terry Etim
","Submission (armbar)
","2
","4:30
","Apr 10, 2010",UFC 112
"Middleweight
","Mark Muñoz
","Kendall Grove
","TKO (punches)
","2
","2:50
","Apr 10, 2010",UFC 112
"Light Heavyweight
","Phil Davis
","Alexander Gustafsson
","Submission (anaconda choke)
","1
","4:55
","Apr 10, 2010",UFC 112
"Welterweight
","Rick Story
","Nick Osipczak
","Decision (split) (29–28, 29–28, 28–29)
","3
","5:00
","Apr 10, 2010",UFC 112
"Welterweight
","DaMarques Johnson
","Brad Blackburn
","TKO (body kick and punches)
","3
","2:08
","Apr 10, 2010",UFC 112
"Lightweight
","Paul Kelly
","Matt Veach
","Submission (guillotine choke)
","2
","3:41
","Apr 10, 2010",UFC 112
"Heavyweight
","Jon Madsen
","Mostapha al-Turk
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Apr 10, 2010",UFC 112
"Lightweight
","Kenny Florian
","Takanori Gomi
","Submission (rear-naked choke)
","3
","2:52
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Heavyweight
","Roy Nelson
","Stefan Struve
","KO (punches)
","1
","0:39
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Middleweight
","Jorge Rivera
","Nate Quarry
","TKO (punches)
","2
","0:29
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Lightweight
","Ross Pearson
","Dennis Siver
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Lightweight
","Andre Winner
","Rafaello Oliveira
","Decision (unanimous) (30–27, 29–28, 30–27)
","3
","5:00
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Lightweight
","Jacob Volkmann
","Ronys Torres
","Decision (split) (28–29, 30–27, 30–27)
","3
","5:00
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Lightweight
","Nik Lentz
","Rob Emerson
","Decision (unanimous) (29–28, 30–27, 29–28)
","3
","5:00
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Lightweight
","Gleison Tibau
","Caol Uno
","TKO (punches)
","1
","4:13
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Middleweight
","Yushin Okami
","Lucio Linhares
","TKO (doctor stoppage)
","2
","2:47
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Middleweight
","Gerald Harris
","Mario Miranda
","TKO (punches)
","1
","4:49
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Welterweight
","Charlie Brenneman
","Jason High
","Decision (unanimous) (30–27, 30–27. 29–28)
","3
","5:00
","Mar 31, 2010",UFC Fight Night: Florian vs. Gomi
"Welterweight
","Georges St-Pierre (c)
","Dan Hardy
","Decision (unanimous) (50–43, 50–44, 50–45)
","5
","5:00
","Mar 27, 2010",UFC 111
"Heavyweight
","Shane Carwin
","Frank Mir
","KO (punches)
","1
","3:48
","Mar 27, 2010",UFC 111
"Lightweight
","Kurt Pellegrino
","Fabricio Camoes
","Submission (rear-naked choke)
","2
","4:20
","Mar 27, 2010",UFC 111
"Welterweight
","Jon Fitch
","Ben Saunders
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Mar 27, 2010",UFC 111
"Lightweight
","Jim Miller
","Mark Bocek
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Mar 27, 2010",UFC 111
"Catchweight (177 lb)
","Nate Diaz
","Rory Markham
","TKO (punches)
","1
","2:47
","Mar 27, 2010",UFC 111
"Welterweight
","Ricardo Almeida
","Matt Brown
","Submission (rear-naked choke)
","2
","3:30
","Mar 27, 2010",UFC 111
"Middleweight
","Rousimar Palhares
","Tomasz Drwal
","Submission (heel hook)
","1
","0:45
","Mar 27, 2010",UFC 111
"Light Heavyweight
","Jared Hamman
","Rodney Wallace
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Mar 27, 2010",UFC 111
"Welterweight
","Matthew Riddle
","Greg Soto
","Disqualification (illegal upkick)
","3
","1:30
","Mar 27, 2010",UFC 111
"Light Heavyweight
","Jon Jones
","Brandon Vera
","TKO (elbow and punches)
","1
","3:19
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Heavyweight
","Junior dos Santos
","Gabriel Gonzaga
","KO (punches)
","1
","3:53
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Heavyweight
","Cheick Kongo
","Paul Buentello
","Submission (strikes)
","3
","1:16
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Middleweight
","Alessio Sakara
","James Irvin
","TKO (punch)
","1
","3:01
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Lightweight
","Clay Guida
","Shannon Gugerty
","Submission (arm-triangle choke)
","2
","3:40
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Light Heavyweight
","Vladimir Matyushenko
","Eliot Marshall
","Decision (split) (30–27, 28–29, 30–27)
","3
","5:00
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Lightweight
","Darren Elkins
","Duane Ludwig
","TKO (ankle injury)
","1
","0:44
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Welterweight
","John Howard
","Daniel Roberts
","KO (punch)
","1
","2:01
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Heavyweight
","Brendan Schaub
","Chase Gormley
","TKO (punches)
","1
","0:47
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Welterweight
","Mike Pierce
","Julio Paulino
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Light Heavyweight
","Jason Brilz
","Eric Schafer
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Mar 21, 2010",UFC Live: Vera vs. Jones
"Heavyweight
","Cain Velasquez
","Antônio Rodrigo Nogueira
","KO (punches)
","1
","2:20
","Feb 21, 2010",UFC 110
"Middleweight
","Wanderlei Silva
","Michael Bisping
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 21, 2010",UFC 110
"Lightweight
","George Sotiropoulos
","Joe Stevenson
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Feb 21, 2010",UFC 110
"Light Heavyweight
","Ryan Bader
","Keith Jardine
","KO (flying knee and punch)
","3
","2:10
","Feb 21, 2010",UFC 110
"Heavyweight
","Mirko Cro Cop
","Anthony Perosh
","TKO (doctor stoppage)
","2
","5:00
","Feb 21, 2010",UFC 110
"Light Heavyweight
","Krzysztof Soszynski
","Stephan Bonnar
","TKO (doctor stoppage)
","3
","1:04
","Feb 21, 2010",UFC 110
"Welterweight
","Chris Lytle
","Brian Foster
","Submission (kneebar)
","1
","1:41
","Feb 21, 2010",UFC 110
"Middleweight
","C.B. Dollaway
","Goran Reljic
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 21, 2010",UFC 110
"Light Heavyweight
","James Te Huna
","Igor Pokrajac
","TKO (punches)
","3
","3:26
","Feb 21, 2010",UFC 110
"Light Heavyweight
","Randy Couture
","Mark Coleman
","Technical Submission (rear-naked choke)
","2
","1:09
","Feb 6, 2010",UFC 109
"Middleweight
","Chael Sonnen
","Nate Marquardt
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Feb 6, 2010",UFC 109
"Welterweight
","Paulo Thiago
","Mike Swick
","Technical Submission (D'Arce choke)
","2
","1:54
","Feb 6, 2010",UFC 109
"Middleweight
","Demian Maia
","Dan Miller
","Decision (unanimous) (30–27, 29–28, 29–28)
","3
","5:00
","Feb 6, 2010",UFC 109
"Welterweight
","Matt Serra
","Frank Trigg
","KO (punches)
","1
","2:23
","Feb 6, 2010",UFC 109
"Lightweight
","Mac Danzig
","Justin Buchholz
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 6, 2010",UFC 109
"Lightweight
","Melvin Guillard
","Ronys Torres
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 6, 2010",UFC 109
"Lightweight
","Rob Emerson
","Phillipe Nover
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 6, 2010",UFC 109
"Light Heavyweight
","Phil Davis
","Brian Stann
","Decision (unanimous) (30–27, 30–26, 30–26)
","3
","5:00
","Feb 6, 2010",UFC 109
"Heavyweight
","Chris Tuchscherer
","Tim Hague
","Decision (majority) (29–28, 29–28, 28–28)
","3
","5:00
","Feb 6, 2010",UFC 109
"Heavyweight
","Joey Beltran
","Rolles Gracie Jr.
","TKO (punches)
","2
","1:31
","Feb 6, 2010",UFC 109
"Lightweight
","Gray Maynard
","Nate Diaz
","Decision (split) (28–29, 30–27, 29–28)
","3
","5:00
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Lightweight
","Evan Dunham
","Efrain Escudero
","Submission (armbar)
","3
","1:59
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Middleweight
","Aaron Simpson
","Tom Lawlor
","Decision (split) (28–29, 29–28, 29–28)
","3
","5:00
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Welterweight
","Amir Sadollah
","Brad Blackburn
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Middleweight
","Chris Leben
","Jay Silva
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Welterweight
","Rick Story
","Jesse Lennox
","Decision (split) (30–27, 30–27, 28–29)
","3
","5:00
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Lightweight
","Thiago Tavares
","Nik Lentz
","Draw (majority) (28–28, 28–28, 27–29)
","3
","5:00
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Welterweight
","Rory MacDonald
","Mike Guymon
","Submission (armbar)
","1
","4:27
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Lightweight
","Rafael dos Anjos
","Kyle Bradley
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Middleweight
","Gerald Harris
","John Salter
","TKO (punches)
","3
","3:24
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Middleweight
","Nick Catone
","Jesse Forbes
","Decision (split) (28–29, 29–28, 29–28)
","3
","5:00
","Jan 11, 2010",UFC Fight Night: Maynard vs. Diaz
"Light Heavyweight
","Rashad Evans
","Thiago Silva
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Jan 2, 2010",UFC 108
